gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description	phrog	category
GU988610.2_12	5573	5941	369	-1	0.488	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6932	hypothetical protein	6932	unknown function
GU988610.2_13	5961	6542	582	-1	0.519	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG768	DprA-like DNA recombination-mediator protein	768	DNA, RNA and nucleotide metabolism
GU988610.2_14	6539	6850	312	-1	0.442	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG8023	hypothetical protein	8023	unknown function
GU988610.2_15	6852	7001	150	-1	0.473	11	AGGAG	GENOMAD.108071.VV	3.366e-22	89	0	0	0	1246	Caudoviricetes	NA	NA	PHROG6391	hypothetical protein	6391	unknown function
GU988610.2_16	7013	7492	480	-1	0.521	11	GGAG/GAGG	GENOMAD.222286.VC	1.473e-13	70	0	0	0	3292	Straboviridae	NA	NA	PF01661;COG2110	O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain	335	other
GU988610.2_17	7489	7686	198	-1	0.444	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6997	hypothetical protein	6997	unknown function
GU988610.2_18	7698	9386	1689	-1	0.507	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG448	nicotinamide phosphoribosyl transferase	448	other
GU988610.2_19	9443	9661	219	-1	0.521	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7663	hypothetical protein	7663	unknown function
GU988610.2_20	9658	10533	876	-1	0.498	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG619	ribose-phosphate pyrophosphokinase	619	other
GU988610.2_21	10543	10962	420	-1	0.529	11	AGGAG	GENOMAD.113357.VV	6.122e-05	44	0	0	0	1246	Caudoviricetes	NA	NA	PF06414;COG4639;TIGR04075;K18554	Predicted kinase	2071	other
GU988610.2_22	10973	11890	918	-1	0.483	11	AGGAG	GENOMAD.145945.VV	0.0002552	45	0	0	0	1246	Caudoviricetes	NA	NA	PF09511;K14680;TIGR02308;COG5324	RNA ligase, T4 RnlA family	562	tail
GU988610.2_23	11902	12309	408	-1	0.480	11	GGAGG	GENOMAD.070757.VV	8.313e-11	61	0	0	0	15084	Tevenvirinae	NA	NA	PHROG944	membrane protein	944	moron, auxiliary metabolic gene and host takeover
GU988610.2_24	12306	12581	276	-1	0.457	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG2339	HTH DNA binding protein	2339	DNA, RNA and nucleotide metabolism
GU988610.2_25	12583	12819	237	-1	0.464	11	AGGAGG	GENOMAD.136477.VV	3.597e-35	128	0	0	0	8016	Pakpunavirus	NA	NA	PHROG5447	hypothetical protein	5447	unknown function
GU988610.2_26	12832	13386	555	-1	0.474	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG547	phosphoesterase	547	other
GU988610.2_27	13386	13817	432	-1	0.481	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6781	hypothetical protein	6781	unknown function
GU988610.2_28	13807	14367	561	-1	0.490	11	AGGAG	GENOMAD.159052.VC	7.906e-07	51	0	0	0	1246	Caudoviricetes	NA	NA	PF13328;COG0317;TIGR00691	(p)ppGpp synthase/hydrolase, HD superfamily	990	other
GU988610.2_29	14369	14929	561	-1	0.492	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG938	endolysin	938	lysis
GU988610.2_30	14987	15451	465	-1	0.482	11	AGGAGG	GENOMAD.065364.VV	1.368e-31	122	0	0	0	1246	Caudoviricetes	NA	NA	PF24116	hypothetical protein	2686	unknown function
GU988610.2_31	15464	16672	1209	-1	0.499	11	AGGAG	GENOMAD.104591.VV	7.777e-18	89	0	0	0	1246	Caudoviricetes	NA	NA	PF14743;PF01331;TIGR02779;COG1793	DNA ligase D, ligase domain	114	DNA, RNA and nucleotide metabolism
GU988610.2_32	16669	17085	417	-1	0.506	11	GGAGG	GENOMAD.160798.VP	7.278e-14	70	0	0	0	1246	Caudoviricetes	NA	NA	PF18774;K01493;COG2131;TIGR02571	Deoxycytidylate deaminase	174	DNA, RNA and nucleotide metabolism
GU988610.2_33	17088	17324	237	-1	0.489	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7094	hypothetical protein	7094	unknown function
GU988610.2_34	17334	17546	213	-1	0.507	11	GGAG/GAGG	GENOMAD.127058.VV	9.743e-37	132	0	0	0	17193	Kayfunavirus	NA	NA	PHROG2251	hypothetical protein	2251	unknown function
GU988610.2_35	17543	17812	270	-1	0.485	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG5276	hypothetical protein	5276	unknown function
GU988610.2_36	17821	18480	660	-1	0.462	11	AGGAG	GENOMAD.153406.VP	3.768e-128	404	0	0	0	1246	Caudoviricetes	NA	NA	PHROG3377	HNH endonuclease	3377	DNA, RNA and nucleotide metabolism
GU988610.2_37	18482	18829	348	-1	0.494	11	AGGAGG	GENOMAD.068666.VV	1.144e-24	100	0	0	0	1246	Caudoviricetes	NA	NA	PHROG3948	hypothetical protein	3948	unknown function
GU988610.2_38	18810	19088	279	-1	0.505	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6991	hypothetical protein	6991	unknown function
GU988610.2_39	19085	19363	279	-1	0.495	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7048	hypothetical protein	7048	unknown function
GU988610.2_40	19398	19583	186	-1	0.538	11	GGAG/GAGG	GENOMAD.194416.VV	1.24e-37	134	0	0	0	8016	Pakpunavirus	NA	NA	PHROG7505	hypothetical protein	7505	unknown function
GU988610.2_41	19584	19877	294	-1	0.544	11	AGGAGG	GENOMAD.141258.VV	1.316e-15	73	0	0	0	8016	Pakpunavirus	NA	NA	PHROG343	hypothetical protein	343	unknown function
GU988610.2_42	19874	20059	186	-1	0.473	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6961	hypothetical protein	6961	unknown function
GU988610.2_43	20120	20668	549	-1	0.481	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG1827	ATP-dependent protease	1827	other
GU988610.2_44	20716	21072	357	-1	0.504	11	AGGAG	GENOMAD.120787.VV	3.235e-47	165	0	0	0	8095	Gorskivirinae	NA	NA	PF24090	hypothetical protein	5067	unknown function
GU988610.2_45	21069	21536	468	-1	0.472	11	AGGAG	GENOMAD.109585.VV	8.102e-55	189	0	0	0	1246	Caudoviricetes	NA	NA	PHROG5019	hypothetical protein	5019	unknown function
GU988610.2_46	21997	22185	189	1	0.481	11	AGGA	GENOMAD.121602.VV	3.235e-36	130	0	0	0	1246	Caudoviricetes	NA	NA	PHROG10364	hypothetical protein	10364	unknown function
GU988610.2_47	22328	22651	324	1	0.438	11	GGAG/GAGG	GENOMAD.103006.VV	1.176e-36	134	0	0	0	8095	Gorskivirinae	NA	NA	PF18932	hypothetical protein	3900	unknown function
GU988610.2_48	24739	25137	399	-1	0.519	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	hypothetical protein	No_PHROG	unknown function
GU988610.2_49	25342	26862	1521	1	0.473	11	GGA/GAG/AGG	GENOMAD.014088.VV	1.671e-121	400	0	0	0	1246	Caudoviricetes	NA	NA	PF03434	DUF276	979	head and packaging
GU988610.2_50	26875	28314	1440	1	0.472	11	AGGAGG	GENOMAD.125828.VP	3.926e-106	354	0	0	1	1246	Caudoviricetes	NA	NA	PF06074;COG4383;TIGR01537	Mu-like prophage protein gp29	113	head and packaging
GU988610.2_51	28324	28794	471	1	0.495	11	AGGAG	GENOMAD.126747.VP	7.702e-56	192	0	0	1	1246	Caudoviricetes	NA	NA	PF14550;TIGR01543	Putative phage serine protease XkdF	1530	other
GU988610.2_52	28791	29708	918	1	0.484	11	GGAG/GAGG	GENOMAD.064896.VV	1.375e-64	225	0	0	0	1246	Caudoviricetes	NA	NA	PHROG4103	hypothetical protein	4103	unknown function
GU988610.2_53	29736	30146	411	1	0.501	11	GGAG/GAGG	GENOMAD.081836.VV	2.3e-59	201	0	0	0	1246	Caudoviricetes	NA	NA	PF02924	Bacteriophage lambda head decoration protein D	No_PHROG	unknown function
GU988610.2_54	30191	31225	1035	1	0.529	11	AGGAG/GGAGG	GENOMAD.147708.VP	2.485e-86	290	0	0	1	1246	Caudoviricetes	NA	NA	PF03864;PF10108	Phage major capsid protein E; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	29	head and packaging
GU988610.2_55	31275	31751	477	1	0.486	11	AGGAGG	GENOMAD.028609.VV	3.477e-40	147	0	0	0	1246	Caudoviricetes	NA	NA	PHROG1732	hypothetical protein	1732	unknown function
GU988610.2_56	31732	32202	471	1	0.463	11	GGxGG	GENOMAD.088813.VV	6.999e-57	195	0	0	0	8016	Pakpunavirus	NA	NA	PHROG31120	hypothetical protein	31120	unknown function
GU988610.2_57	32202	32582	381	1	0.465	11	GGAGG	GENOMAD.014088.VV	4.208e-40	145	0	0	0	1246	Caudoviricetes	NA	NA	PF03434	DUF276	939	head and packaging
GU988610.2_58	32579	33142	564	1	0.452	11	AGGA	GENOMAD.075797.VV	9.945e-85	277	0	0	1	1246	Caudoviricetes	NA	NA	PF23961	Phage neck terminator protein	4087	unknown function
GU988610.2_59	33155	34264	1110	1	0.512	11	AGGAG	GENOMAD.008775.VV	6.022e-50	185	0	0	1	11633	Ounavirinae	NA	NA	PF11863;COG4386	Mu-like prophage tail sheath protein gpL	205	tail
GU988610.2_60	34501	35277	777	1	0.429	11	GGA/GAG/AGG	GENOMAD.097033.VP	4.638e-128	406	0	0	1	1246	Caudoviricetes	NA	NA	PF19835;TIGR01453;COG2827	group I intron endonuclease	28368	unknown function
GU988610.2_61	35290	35814	525	1	0.503	11	AGGAG	GENOMAD.017501.VV	1.675e-89	290	0	0	0	1246	Caudoviricetes	NA	NA	PF11681	Bacteriophage KPP10, Structural protein ORF10	280	head and packaging
GU988610.2_62	35889	36389	501	1	0.491	11	GGAGG	GENOMAD.011086.VV	8.919e-24	100	0	0	0	1246	Caudoviricetes	NA	NA	PF11681	Bacteriophage KPP10, Structural protein ORF10	280	head and packaging
GU988610.2_63	36389	36868	480	1	0.479	11	GGAGG	GENOMAD.097182.VV	3.369e-23	98	0	0	0	1246	Caudoviricetes	NA	NA	PF11681	Bacteriophage KPP10, Structural protein ORF10	280	head and packaging
GU988610.2_64	36882	37253	372	1	0.470	11	AGGAG	GENOMAD.042241.VV	3.593e-24	99	0	0	1	1246	Caudoviricetes	NA	NA	PF10876	Phage tail assembly chaperone protein, TAC	1613	tail
GU988610.2_65	37510	39876	2367	1	0.508	11	GGAG/GAGG	GENOMAD.032232.VV	5.52e-78	282	0	0	1	8095	Gorskivirinae	NA	NA	COG3941	Phage tail tape-measure protein, controls tail length	5255	tail
GU988610.2_66	39873	40634	762	1	0.472	11	AGGA	GENOMAD.032229.VV	1.086e-89	295	0	0	0	1246	Caudoviricetes	NA	NA	PHROG817	tail fiber protein	817	tail
GU988610.2_67	40640	40996	357	1	0.459	11	GGAG/GAGG	GENOMAD.059548.VV	2.134e-19	85	0	0	0	1246	Caudoviricetes	NA	NA	PHROG349	virion structural protein	349	head and packaging
GU988610.2_68	40993	41910	918	1	0.458	11	GGAGG	GENOMAD.021260.VV	1.577e-101	332	0	0	0	1246	Caudoviricetes	NA	NA	PF03434;COG3501	DUF276	196	tail
GU988610.2_69	41907	42647	741	1	0.490	11	GGAG/GAGG	GENOMAD.010512.VV	5.407e-58	203	0	0	1	1246	Caudoviricetes	NA	NA	PF18352;TIGR01644;COG4540	Phage protein Gp138 N-terminal domain	11	tail
GU988610.2_70	42658	43029	372	1	0.460	11	AGGAG	GENOMAD.004430.VV	7.998e-24	98	0	0	0	1246	Caudoviricetes	NA	NA	PF03434;PF10934	DUF276	4233	unknown function
GU988610.2_71	43031	44494	1464	1	0.497	11	AGGAG	GENOMAD.006762.VV	1.035e-205	643	0	0	1	1246	Caudoviricetes	NA	NA	PF03434;PF11041;COG3299;TIGR02243	Uncharacterized phage protein gp47/JayE	6	tail
GU988610.2_72	44513	45244	732	1	0.499	11	AGGAG	GENOMAD.010141.VV	6.508e-73	246	0	0	1	1246	Caudoviricetes	NA	NA	PF11041;TIGR02242	structural protein	587	head and packaging
GU988610.2_73	45255	47330	2076	1	0.518	11	AGGAG	GENOMAD.029087.VV	5.274e-201	640	0	0	0	8016	Pakpunavirus	NA	NA	PHROG2282	tail fiber protein	2282	tail
GU988610.2_74	47358	47732	375	1	0.456	11	GGAGG	GENOMAD.096670.VV	2.364e-53	183	0	0	1	8016	Pakpunavirus	NA	NA	PF16778	Phage tail assembly chaperone protein	4628	tail
GU988610.2_75	47746	48114	369	1	0.504	11	GGAG/GAGG	GENOMAD.039758.VV	7.024e-33	124	0	0	0	1246	Caudoviricetes	NA	NA	PHROG2282	tail fiber protein	2282	tail
GU988610.2_76	48071	49246	1176	1	0.528	11	AGxAGG/AGGxGG	GENOMAD.029087.VV	2.604e-48	181	0	0	0	8016	Pakpunavirus	NA	NA	PHROG2282	tail fiber protein	2282	tail
GU988610.2_77	49263	49823	561	1	0.472	11	AGGAG	GENOMAD.210341.VP	2.841e-16	79	0	0	0	1246	Caudoviricetes	NA	NA	PF05926	Phage head completion protein (GPL)	2860	head and packaging
GU988610.2_78	49841	50080	240	1	0.475	11	AGGA	GENOMAD.145244.VV	9.362e-34	124	0	0	1	8016	Pakpunavirus	NA	NA	PF04531;TIGR01598;COG5546	holin, phage phi LC3 family	5847	lysis
GU988610.2_79	50067	50504	438	1	0.491	11	3Base/5BMM	GENOMAD.157996.VV	2.045e-48	170	0	0	0	1246	Caudoviricetes	NA	NA	PF10828;TIGR03495	phage lysis regulatory protein, LysB family	4349	lysis
GU988610.2_80	50642	50947	306	1	0.408	11	GGAG/GAGG	GENOMAD.097617.VV	7.237e-39	140	0	0	0	1246	Caudoviricetes	NA	NA	PF23793	Rz1-like lysis system protein LysC	4172	unknown function
GU988610.2_81	50983	51297	315	1	0.460	11	GGAG/GAGG	GENOMAD.112668.VV	5.079e-36	132	0	0	0	8095	Gorskivirinae	NA	NA	PHROG3899	hypothetical protein	3899	unknown function
GU988610.2_82	51345	51653	309	-1	0.472	11	AGGAGG	GENOMAD.121899.VV	4.623e-36	132	0	0	0	16056	Friunavirus	NA	NA	PF09629	YorP protein	2827	unknown function
GU988610.2_83	51664	51984	321	-1	0.430	11	AGxAGG/AGGxGG	GENOMAD.105304.VV	2.236e-61	205	0	0	0	8016	Pakpunavirus	NA	NA	PHROG7083	hypothetical protein	7083	unknown function
GU988610.2_84	51986	52795	810	-1	0.481	11	AGGAGG	GENOMAD.094188.VV	4.17e-169	525	0	0	0	8016	Pakpunavirus	NA	NA	PHROG6945	hypothetical protein	6945	unknown function
GU988610.2_85	52788	52943	156	-1	0.494	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7461	hypothetical protein	7461	unknown function
GU988610.2_86	52946	54082	1137	-1	0.493	11	AGGAGG	GENOMAD.170647.VV	5.498e-11	67	0	0	0	1246	Caudoviricetes	NA	NA	PF09414;TIGR02306	RNA ligase, DRB0094 family	968	DNA, RNA and nucleotide metabolism
GU988610.2_87	54113	54346	234	-1	0.483	11	AGGAG	GENOMAD.107080.VV	1.987e-25	100	0	0	0	8016	Pakpunavirus	NA	NA	PHROG4794	hypothetical protein	4794	unknown function
GU988610.2_88	54384	54617	234	-1	0.483	11	AGGAG	GENOMAD.107080.VV	6.454e-29	110	0	0	0	8016	Pakpunavirus	NA	NA	PHROG4794	hypothetical protein	4794	unknown function
GU988610.2_89	55058	55255	198	1	0.535	11	AGGAG	GENOMAD.079021.VV	2.737e-24	96	0	0	0	1246	Caudoviricetes	NA	NA	PHROG6163	hypothetical protein	6163	unknown function
GU988610.2_90	55267	55752	486	1	0.519	11	AGGAG	GENOMAD.158588.VP	1.861e-10	61	0	0	0	8016	Pakpunavirus	NA	NA	PHROG3754	hypothetical protein	3754	unknown function
GU988610.2_91	55788	56042	255	1	0.510	11	AGGAG	GENOMAD.035683.VV	7.375e-16	73	0	0	0	1246	Caudoviricetes	NA	NA	PF14205;COG1996;TIGR02098	DNA-directed RNA polymerase, subunit RPC12/RpoP, contains C4-type Zn-finger	2834	unknown function
GU988610.2_92	56044	56433	390	1	0.503	11	AGGAG	GENOMAD.071030.VV	1.502e-19	86	0	0	0	1246	Caudoviricetes	NA	NA	PF12689;TIGR01656;COG1778	histidinol-phosphate phosphatase family domain	4256	unknown function
GU988610.2_93	56430	57086	657	1	0.492	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7101	hypothetical protein	7101	unknown function
GU988610.2_94	57073	57237	165	1	0.412	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6917	hypothetical protein	6917	unknown function
GU988610.2_95	57240	57542	303	1	0.475	11	AGGAGG	GENOMAD.106649.VV	1.538e-38	139	0	0	0	1246	Caudoviricetes	NA	NA	PHROG4991	hypothetical protein	4991	unknown function
GU988610.2_96	57543	57965	423	1	0.496	11	AGGAGG	GENOMAD.023328.VV	1.612e-81	265	0	0	0	8016	Pakpunavirus	NA	NA	PF01870	Archaeal holliday junction resolvase (hjc)	7141	unknown function
GU988610.2_97	58095	58223	129	1	0.450	11	AGGAG	GENOMAD.171535.VV	8.173e-18	76	0	0	0	1246	Caudoviricetes	NA	NA	PF23876	hypothetical protein	6310	unknown function
GU988610.2_98	58210	58401	192	1	0.516	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7814	hypothetical protein	7814	unknown function
GU988610.2_99	58411	58656	246	1	0.524	11	AGGAGG	GENOMAD.098971.VV	5.141e-33	122	0	0	0	8016	Pakpunavirus	NA	NA	PF14255;TIGR04104;COG4530	cxxc_20_cxxc protein	6115	unknown function
GU988610.2_100	58653	58838	186	1	0.505	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7863	hypothetical protein	7863	unknown function
GU988610.2_101	58892	60754	1863	1	0.514	11	AGGAG	GENOMAD.119128.VP	7.22e-295	908	0	0	1	1246	Caudoviricetes	NA	NA	PF20307;PF12965;K21502;TIGR02239;COG0468	DNA repair protein RAD51	239	DNA, RNA and nucleotide metabolism
GU988610.2_102	60815	63529	2715	1	0.511	11	AGGAGG	GENOMAD.021379.VV	0.0	1173	0	0	0	1246	Caudoviricetes	NA	NA	PF00476;K21238;COG0749	DNA polymerase I - 3'-5' exonuclease and polymerase domains	16667	DNA, RNA and nucleotide metabolism
GU988610.2_103	63619	64017	399	1	0.519	11	AGGAG	GENOMAD.017274.VV	5.755e-23	96	0	0	0	1246	Caudoviricetes	NA	NA	PHROG3878	hypothetical protein	3878	unknown function
GU988610.2_104	64046	64213	168	1	0.446	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7532	hypothetical protein	7532	unknown function
GU988610.2_105	64215	64931	717	1	0.506	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6824	hypothetical protein	6824	unknown function
GU988610.2_106	65033	66037	1005	1	0.520	11	AGGAG	GENOMAD.066045.VV	2.304e-82	278	0	0	0	1246	Caudoviricetes	NA	NA	PHROG2544	hypothetical protein	2544	unknown function
GU988610.2_107	66107	66340	234	1	0.470	11	AGGAGG	GENOMAD.189213.VV	6.194e-37	133	0	0	0	8016	Pakpunavirus	NA	NA	PHROG7883	hypothetical protein	7883	unknown function
GU988610.2_108	66350	66571	222	1	0.477	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6983	hypothetical protein	6983	unknown function
GU988610.2_109	66613	67665	1053	1	0.496	11	GGAG/GAGG	GENOMAD.008253.VV	2.572e-37	147	0	0	0	1246	Caudoviricetes	NA	NA	PF02739;K23786;TIGR00593;COG0258	DNA polymerase I	107	DNA, RNA and nucleotide metabolism
GU988610.2_110	67662	68225	564	1	0.509	11	AGGAGG	GENOMAD.026821.VV	1.52e-71	239	0	0	0	1246	Caudoviricetes	NA	NA	PF13395	HNH endonuclease	1985	DNA, RNA and nucleotide metabolism
GU988610.2_111	68222	68620	399	1	0.501	11	AGGAG	GENOMAD.097116.VV	1.059e-24	101	0	0	0	1246	Caudoviricetes	NA	NA	COG1990;TIGR00283	Peptidyl-tRNA hydrolase	5822	unknown function
GU988610.2_112	68617	68847	231	1	0.459	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7621	hypothetical protein	7621	unknown function
GU988610.2_113	68844	69281	438	1	0.459	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7013	hypothetical protein	7013	unknown function
GU988610.2_114	69278	69448	171	1	0.456	11	AGGAG	GENOMAD.133758.VV	3.028e-19	81	0	0	0	8016	Pakpunavirus	NA	NA	PHROG4305	hypothetical protein	4305	unknown function
GU988610.2_115	69450	69632	183	1	0.454	11	AGGAGG	GENOMAD.133758.VV	1.482e-20	85	0	0	0	8016	Pakpunavirus	NA	NA	PHROG4305	hypothetical protein	4305	unknown function
GU988610.2_116	69629	70408	780	1	0.500	11	GGAGG	GENOMAD.009078.VV	4.166e-121	386	0	0	1	1246	Caudoviricetes	NA	NA	K21511;COG0616;TIGR00706	Periplasmic serine protease, ClpP class	221	other
GU988610.2_117	70405	70587	183	1	0.454	11	AGGAGG	GENOMAD.153033.VV	2.92e-36	130	0	0	0	8016	Pakpunavirus	NA	NA	PHROG7135	hypothetical protein	7135	unknown function
GU988610.2_118	70615	70821	207	1	0.411	11	AGGAG	GENOMAD.176506.VV	6.697e-32	118	0	0	0	8016	Pakpunavirus	NA	NA	PHROG6873	hypothetical protein	6873	unknown function
GU988610.2_119	70840	71175	336	1	0.524	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6971	hypothetical protein	6971	unknown function
GU988610.2_120	71179	71391	213	1	0.474	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7016	hypothetical protein	7016	unknown function
GU988610.2_121	71384	72334	951	1	0.485	11	GGAGG	GENOMAD.059972.VV	1.509e-195	604	0	0	0	8016	Pakpunavirus	NA	NA	PHROG7063	3'-phosphatase, 5'-polynucleotide kinase	7063	other
GU988610.2_122	72394	72486	93	1	0.452	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG9669	hypothetical protein	9669	unknown function
GU988610.2_123	72541	73488	948	1	0.484	11	AGGAG	GENOMAD.125783.VC	1.482e-68	237	0	0	0	1246	Caudoviricetes	NA	NA	PHROG85	thymidylate synthase	85	DNA, RNA and nucleotide metabolism
GU988610.2_124	73491	73835	345	1	0.487	11	AGGAG	GENOMAD.058942.VV	5.974e-39	141	0	0	0	1246	Caudoviricetes	NA	NA	PHROG3506	thymidylate synthase	3506	DNA, RNA and nucleotide metabolism
GU988610.2_125	73865	74911	1047	1	0.483	11	GGAG/GAGG	GENOMAD.159154.VC	3.866e-10	64	0	0	0	1246	Caudoviricetes	NA	NA	PF00268;TIGR04171;COG0208	ribonucleoside-diphosphate reductase, class 1b, beta subunit	86	DNA, RNA and nucleotide metabolism
GU988610.2_126	74904	76649	1746	1	0.521	11	AGGAG	GENOMAD.014718.VV	2.82e-41	165	0	0	0	1246	Caudoviricetes	NA	NA	PHROG84	ribonucleoside-diphosphate reductase large subunit	84	DNA, RNA and nucleotide metabolism
GU988610.2_127	76724	76870	147	1	0.476	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG5604	hypothetical protein	5604	unknown function
GU988610.2_128	76867	77094	228	1	0.469	11	GGAG/GAGG	GENOMAD.101794.VV	5.608e-37	133	0	0	0	8016	Pakpunavirus	NA	NA	PHROG16785	hypothetical protein	16785	unknown function
GU988610.2_129	77094	77327	234	1	0.453	11	GGAGG	GENOMAD.166090.VV	2.438e-46	160	0	0	0	8016	Pakpunavirus	NA	NA	PHROG6898	hypothetical protein	6898	unknown function
GU988610.2_130	77327	77563	237	1	0.456	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7088	hypothetical protein	7088	unknown function
GU988610.2_131	77563	77877	315	1	0.476	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG9028	hypothetical protein	9028	unknown function
GU988610.2_132	77867	78052	186	1	0.473	11	GGAG/GAGG	GENOMAD.205169.VV	6.859e-36	129	0	0	0	8016	Pakpunavirus	NA	NA	PF08274;COG4530;TIGR00570	hypothetical protein	7233	unknown function
GU988610.2_133	78093	78332	240	1	0.492	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6863	hypothetical protein	6863	unknown function
GU988610.2_134	78352	78855	504	1	0.484	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6974	hypothetical protein	6974	unknown function
GU988610.2_135	78865	79059	195	1	0.518	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6846	hypothetical protein	6846	unknown function
GU988610.2_136	79061	79300	240	1	0.529	11	GGAG/GAGG	GENOMAD.125720.VV	4.512e-41	145	0	0	0	8016	Pakpunavirus	NA	NA	PHROG5041	hypothetical protein	5041	unknown function
